frame,cell_label,split,crop_path,modern_budding
69,8,train,budding/frame69_cell8.tif,True
69,9,train,non_budding/frame69_cell9.tif,False
69,10,train,budding/frame69_cell10.tif,True
69,11,train,budding/frame69_cell11.tif,True
58,1,train,budding/frame58_cell1.tif,True
58,2,train,non_budding/frame58_cell2.tif,False
58,3,train,budding/frame58_cell3.tif,True
58,4,train,budding/frame58_cell4.tif,True
58,5,train,budding/frame58_cell5.tif,True
58,6,train,budding/frame58_cell6.tif,True
58,7,train,budding/frame58_cell7.tif,True
58,8,train,budding/frame58_cell8.tif,True
58,9,train,non_budding/frame58_cell9.tif,False
70,2,train,budding/frame70_cell2.tif,True
70,3,train,budding/frame70_cell3.tif,True
70,4,train,budding/frame70_cell4.tif,True
70,5,train,non_budding/frame70_cell5.tif,False
70,6,train,budding/frame70_cell6.tif,True
70,7,train,budding/frame70_cell7.tif,True
70,9,train,budding/frame70_cell9.tif,True
70,11,train,budding/frame70_cell11.tif,True
70,12,train,budding/frame70_cell12.tif,True
70,13,train,non_budding/frame70_cell13.tif,False
70,14,train,budding/frame70_cell14.tif,True
70,15,train,non_budding/frame70_cell15.tif,False
70,16,train,non_budding/frame70_cell16.tif,False
70,17,train,non_budding/frame70_cell17.tif,False
82,2,train,budding/frame82_cell2.tif,True
82,3,train,non_budding/frame82_cell3.tif,False
82,4,train,budding/frame82_cell4.tif,True
82,5,train,non_budding/frame82_cell5.tif,False
82,6,train,budding/frame82_cell6.tif,True
82,8,train,non_budding/frame82_cell8.tif,False
82,9,train,non_budding/frame82_cell9.tif,False
82,10,train,non_budding/frame82_cell10.tif,False
99,1,train,budding/frame99_cell1.tif,True
99,2,train,non_budding/frame99_cell2.tif,False
99,3,train,non_budding/frame99_cell3.tif,False
99,4,train,non_budding/frame99_cell4.tif,False
99,5,train,budding/frame99_cell5.tif,True
99,7,train,non_budding/frame99_cell7.tif,False
99,8,train,budding/frame99_cell8.tif,True
99,9,train,budding/frame99_cell9.tif,True
99,10,train,budding/frame99_cell10.tif,True
99,11,train,budding/frame99_cell11.tif,True
99,12,train,budding/frame99_cell12.tif,True
45,1,train,budding/frame45_cell1.tif,True
45,3,train,budding/frame45_cell3.tif,True
45,4,train,budding/frame45_cell4.tif,True
45,5,train,non_budding/frame45_cell5.tif,False
45,6,train,non_budding/frame45_cell6.tif,False
45,7,train,budding/frame45_cell7.tif,True
45,8,train,budding/frame45_cell8.tif,True
45,9,train,budding/frame45_cell9.tif,True
81,2,train,non_budding/frame81_cell2.tif,False
81,3,train,non_budding/frame81_cell3.tif,False
81,4,train,non_budding/frame81_cell4.tif,False
81,5,train,budding/frame81_cell5.tif,True
81,6,train,budding/frame81_cell6.tif,True
81,7,train,non_budding/frame81_cell7.tif,False
81,8,train,non_budding/frame81_cell8.tif,False
81,9,train,non_budding/frame81_cell9.tif,False
81,10,train,non_budding/frame81_cell10.tif,False
81,11,train,non_budding/frame81_cell11.tif,False
81,12,train,budding/frame81_cell12.tif,True
81,13,train,budding/frame81_cell13.tif,True
6,2,train,non_budding/frame6_cell2.tif,False
6,3,train,budding/frame6_cell3.tif,True
6,4,train,non_budding/frame6_cell4.tif,False
6,6,train,non_budding/frame6_cell6.tif,False
6,7,train,non_budding/frame6_cell7.tif,False
6,9,train,budding/frame6_cell9.tif,True
6,10,train,non_budding/frame6_cell10.tif,False
6,11,train,budding/frame6_cell11.tif,True
6,12,train,budding/frame6_cell12.tif,True
6,14,train,budding/frame6_cell14.tif,True
6,15,train,non_budding/frame6_cell15.tif,False
6,16,train,non_budding/frame6_cell16.tif,False
6,17,train,non_budding/frame6_cell17.tif,False
6,18,train,non_budding/frame6_cell18.tif,False
6,19,train,budding/frame6_cell19.tif,True
6,20,train,non_budding/frame6_cell20.tif,False
6,21,train,non_budding/frame6_cell21.tif,False
6,22,train,budding/frame6_cell22.tif,True
6,23,train,non_budding/frame6_cell23.tif,False
6,24,train,non_budding/frame6_cell24.tif,False
6,27,train,non_budding/frame6_cell27.tif,False
6,28,train,non_budding/frame6_cell28.tif,False
9,1,train,budding/frame9_cell1.tif,True
9,2,train,non_budding/frame9_cell2.tif,False
9,3,train,non_budding/frame9_cell3.tif,False
9,4,train,budding/frame9_cell4.tif,True
9,5,train,budding/frame9_cell5.tif,True
9,6,train,budding/frame9_cell6.tif,True
9,8,train,budding/frame9_cell8.tif,True
9,9,train,non_budding/frame9_cell9.tif,False
9,10,train,non_budding/frame9_cell10.tif,False
9,11,train,non_budding/frame9_cell11.tif,False
9,12,train,budding/frame9_cell12.tif,True
55,2,train,budding/frame55_cell2.tif,True
55,3,train,non_budding/frame55_cell3.tif,False
55,4,train,budding/frame55_cell4.tif,True
55,6,train,non_budding/frame55_cell6.tif,False
55,7,train,budding/frame55_cell7.tif,True
55,8,train,non_budding/frame55_cell8.tif,False
29,2,train,non_budding/frame29_cell2.tif,False
29,4,train,budding/frame29_cell4.tif,True
29,5,train,non_budding/frame29_cell5.tif,False
29,6,train,non_budding/frame29_cell6.tif,False
29,7,train,non_budding/frame29_cell7.tif,False
29,8,train,non_budding/frame29_cell8.tif,False
29,9,train,budding/frame29_cell9.tif,True
29,10,train,budding/frame29_cell10.tif,True
29,11,train,non_budding/frame29_cell11.tif,False
29,12,train,budding/frame29_cell12.tif,True
79,2,train,non_budding/frame79_cell2.tif,False
79,3,train,budding/frame79_cell3.tif,True
79,4,train,non_budding/frame79_cell4.tif,False
79,5,train,non_budding/frame79_cell5.tif,False
79,6,train,non_budding/frame79_cell6.tif,False
79,7,train,budding/frame79_cell7.tif,True
79,8,train,non_budding/frame79_cell8.tif,False
79,9,train,non_budding/frame79_cell9.tif,False
79,10,train,budding/frame79_cell10.tif,True
79,11,train,non_budding/frame79_cell11.tif,False
79,12,train,non_budding/frame79_cell12.tif,False
79,13,train,budding/frame79_cell13.tif,True
79,14,train,non_budding/frame79_cell14.tif,False
79,15,train,non_budding/frame79_cell15.tif,False
46,1,train,budding/frame46_cell1.tif,True
46,2,train,non_budding/frame46_cell2.tif,False
46,4,train,non_budding/frame46_cell4.tif,False
46,6,train,non_budding/frame46_cell6.tif,False
46,7,train,budding/frame46_cell7.tif,True
46,8,train,budding/frame46_cell8.tif,True
46,9,train,budding/frame46_cell9.tif,True
46,10,train,budding/frame46_cell10.tif,True
46,11,train,non_budding/frame46_cell11.tif,False
46,12,train,non_budding/frame46_cell12.tif,False
46,13,train,non_budding/frame46_cell13.tif,False
22,2,train,non_budding/frame22_cell2.tif,False
22,3,train,non_budding/frame22_cell3.tif,False
22,6,train,non_budding/frame22_cell6.tif,False
22,7,train,non_budding/frame22_cell7.tif,False
22,8,train,non_budding/frame22_cell8.tif,False
22,9,train,budding/frame22_cell9.tif,True
22,10,train,budding/frame22_cell10.tif,True
22,11,train,non_budding/frame22_cell11.tif,False
22,12,train,budding/frame22_cell12.tif,True
22,13,train,budding/frame22_cell13.tif,True
30,1,train,non_budding/frame30_cell1.tif,False
30,2,train,budding/frame30_cell2.tif,True
30,3,train,non_budding/frame30_cell3.tif,False
30,4,train,budding/frame30_cell4.tif,True
30,5,train,budding/frame30_cell5.tif,True
30,6,train,non_budding/frame30_cell6.tif,False
30,8,train,budding/frame30_cell8.tif,True
30,9,train,non_budding/frame30_cell9.tif,False
67,2,train,non_budding/frame67_cell2.tif,False
67,3,train,non_budding/frame67_cell3.tif,False
67,4,train,budding/frame67_cell4.tif,True
67,5,train,non_budding/frame67_cell5.tif,False
67,6,train,non_budding/frame67_cell6.tif,False
67,7,train,budding/frame67_cell7.tif,True
67,8,train,budding/frame67_cell8.tif,True
67,9,train,budding/frame67_cell9.tif,True
67,10,train,non_budding/frame67_cell10.tif,False
67,11,train,non_budding/frame67_cell11.tif,False
67,12,train,non_budding/frame67_cell12.tif,False
67,13,train,non_budding/frame67_cell13.tif,False
67,14,train,budding/frame67_cell14.tif,True
67,15,train,non_budding/frame67_cell15.tif,False
84,1,train,budding/frame84_cell1.tif,True
84,2,train,budding/frame84_cell2.tif,True
84,3,train,budding/frame84_cell3.tif,True
84,4,train,non_budding/frame84_cell4.tif,False
84,7,train,non_budding/frame84_cell7.tif,False
84,8,train,non_budding/frame84_cell8.tif,False
84,9,train,non_budding/frame84_cell9.tif,False
84,10,train,non_budding/frame84_cell10.tif,False
84,12,train,non_budding/frame84_cell12.tif,False
84,13,train,budding/frame84_cell13.tif,True
84,14,train,budding/frame84_cell14.tif,True
84,15,train,non_budding/frame84_cell15.tif,False
57,2,train,non_budding/frame57_cell2.tif,False
57,3,train,budding/frame57_cell3.tif,True
57,4,train,non_budding/frame57_cell4.tif,False
57,5,train,budding/frame57_cell5.tif,True
57,6,train,budding/frame57_cell6.tif,True
57,8,train,non_budding/frame57_cell8.tif,False
57,9,train,budding/frame57_cell9.tif,True
57,10,train,non_budding/frame57_cell10.tif,False
57,11,train,non_budding/frame57_cell11.tif,False
57,12,train,non_budding/frame57_cell12.tif,False
57,13,train,budding/frame57_cell13.tif,True
57,14,train,budding/frame57_cell14.tif,True
57,15,train,budding/frame57_cell15.tif,True
57,16,train,non_budding/frame57_cell16.tif,False
57,17,train,non_budding/frame57_cell17.tif,False
57,18,train,non_budding/frame57_cell18.tif,False
57,19,train,non_budding/frame57_cell19.tif,False
57,20,train,budding/frame57_cell20.tif,True
57,21,train,budding/frame57_cell21.tif,True
57,22,train,budding/frame57_cell22.tif,True
57,23,train,budding/frame57_cell23.tif,True
44,2,train,budding/frame44_cell2.tif,True
44,3,train,non_budding/frame44_cell3.tif,False
44,4,train,non_budding/frame44_cell4.tif,False
44,5,train,non_budding/frame44_cell5.tif,False
44,6,train,non_budding/frame44_cell6.tif,False
44,7,train,non_budding/frame44_cell7.tif,False
44,8,train,budding/frame44_cell8.tif,True
44,9,train,budding/frame44_cell9.tif,True
44,10,train,non_budding/frame44_cell10.tif,False
44,11,train,budding/frame44_cell11.tif,True
44,12,train,non_budding/frame44_cell12.tif,False
44,13,train,non_budding/frame44_cell13.tif,False
44,14,train,non_budding/frame44_cell14.tif,False
47,1,train,non_budding/frame47_cell1.tif,False
47,2,train,non_budding/frame47_cell2.tif,False
47,3,train,non_budding/frame47_cell3.tif,False
47,4,train,budding/frame47_cell4.tif,True
47,5,train,budding/frame47_cell5.tif,True
47,6,train,budding/frame47_cell6.tif,True
47,7,train,budding/frame47_cell7.tif,True
42,2,train,non_budding/frame42_cell2.tif,False
42,3,train,non_budding/frame42_cell3.tif,False
42,4,train,non_budding/frame42_cell4.tif,False
42,5,train,non_budding/frame42_cell5.tif,False
42,6,train,budding/frame42_cell6.tif,True
42,7,train,non_budding/frame42_cell7.tif,False
42,8,train,non_budding/frame42_cell8.tif,False
42,9,train,budding/frame42_cell9.tif,True
42,10,train,non_budding/frame42_cell10.tif,False
42,11,train,budding/frame42_cell11.tif,True
42,12,train,budding/frame42_cell12.tif,True
42,13,train,budding/frame42_cell13.tif,True
42,14,train,non_budding/frame42_cell14.tif,False
96,2,train,budding/frame96_cell2.tif,True
96,3,train,non_budding/frame96_cell3.tif,False
96,4,train,non_budding/frame96_cell4.tif,False
96,5,train,budding/frame96_cell5.tif,True
96,6,train,budding/frame96_cell6.tif,True
96,7,train,non_budding/frame96_cell7.tif,False
96,8,train,budding/frame96_cell8.tif,True
96,9,train,budding/frame96_cell9.tif,True
96,10,train,non_budding/frame96_cell10.tif,False
96,11,train,non_budding/frame96_cell11.tif,False
96,12,train,non_budding/frame96_cell12.tif,False
96,13,train,non_budding/frame96_cell13.tif,False
96,14,train,non_budding/frame96_cell14.tif,False
96,15,train,non_budding/frame96_cell15.tif,False
96,16,train,non_budding/frame96_cell16.tif,False
96,18,train,non_budding/frame96_cell18.tif,False
96,19,train,non_budding/frame96_cell19.tif,False
7,2,train,non_budding/frame7_cell2.tif,False
7,3,train,budding/frame7_cell3.tif,True
7,4,train,budding/frame7_cell4.tif,True
7,5,train,budding/frame7_cell5.tif,True
7,6,train,non_budding/frame7_cell6.tif,False
7,7,train,budding/frame7_cell7.tif,True
7,8,train,budding/frame7_cell8.tif,True
7,9,train,non_budding/frame7_cell9.tif,False
7,10,train,non_budding/frame7_cell10.tif,False
7,12,train,non_budding/frame7_cell12.tif,False
7,13,train,non_budding/frame7_cell13.tif,False
7,14,train,non_budding/frame7_cell14.tif,False
7,16,train,budding/frame7_cell16.tif,True
7,17,train,non_budding/frame7_cell17.tif,False
7,20,train,non_budding/frame7_cell20.tif,False
40,2,train,budding/frame40_cell2.tif,True
40,3,train,non_budding/frame40_cell3.tif,False
40,4,train,non_budding/frame40_cell4.tif,False
40,5,train,budding/frame40_cell5.tif,True
40,6,train,budding/frame40_cell6.tif,True
40,7,train,non_budding/frame40_cell7.tif,False
40,9,train,non_budding/frame40_cell9.tif,False
40,10,train,non_budding/frame40_cell10.tif,False
40,12,train,non_budding/frame40_cell12.tif,False
40,13,train,budding/frame40_cell13.tif,True
40,14,train,non_budding/frame40_cell14.tif,False
40,16,train,non_budding/frame40_cell16.tif,False
40,17,train,non_budding/frame40_cell17.tif,False
40,18,train,non_budding/frame40_cell18.tif,False
34,1,train,non_budding/frame34_cell1.tif,False
34,2,train,budding/frame34_cell2.tif,True
34,3,train,budding/frame34_cell3.tif,True
34,4,train,non_budding/frame34_cell4.tif,False
34,5,train,non_budding/frame34_cell5.tif,False
34,6,train,non_budding/frame34_cell6.tif,False
34,7,train,budding/frame34_cell7.tif,True
34,8,train,budding/frame34_cell8.tif,True
34,9,train,budding/frame34_cell9.tif,True
34,10,train,budding/frame34_cell10.tif,True
34,11,train,budding/frame34_cell11.tif,True
34,12,train,non_budding/frame34_cell12.tif,False
34,13,train,non_budding/frame34_cell13.tif,False
34,14,train,budding/frame34_cell14.tif,True
34,15,train,budding/frame34_cell15.tif,True
34,16,train,non_budding/frame34_cell16.tif,False
34,17,train,non_budding/frame34_cell17.tif,False
